meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-118.679,0.0,7.5934,0.0,2362.5225,1.0,1226,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-113.5337,0.1185,-7.2926,18.2539,-543.9092,0.25,30,8,5,83000.0,1
-112.8497,1.6748,7.1469,1.0423,2499.2669,0.2353,1441,8,5,0.0,1
-117.3735,0.0,7.7566,0.0,2348.2947,1.0,1071,8,5,0.0,1
-110.3922,0.0,6.3471,0.0,2525.0813,1.0,1509,8,5,0.0,1
-113.2265,0.0,9.1887,0.0,2271.0244,1.0,974,8,5,0.0,1
-111.5191,0.2886,6.0372,0.1945,2621.2895,0.3315,1243,8,5,0.0,1
-113.3378,0.6907,7.9083,0.0449,-510.3875,0.2142,97,8,5,83000.0,1
-117.6046,0.0,6.7202,0.0,2192.444,1.0,661,8,5,0.0,1
-113.9378,1.2605,-1.7989,18.1267,-520.2139,0.75,1,8,5,83000.0,1
-112.6363,0.2423,6.2616,0.6319,2569.4314,0.497,1498,8,5,0.0,1
-109.8686,0.0,8.6254,0.0,2426.1497,1.0,1255,8,5,0.0,1
-119.3203,1.6934,5.1837,1.4385,-620.6691,0.6863,14,8,5,83000.0,1
-117.8845,0.0,8.0825,0.0,2501.6703,1.0,1572,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-117.8253,1.7839,6.0791,0.3747,-632.8305,0.8198,15,8,5,83000.0,1
-114.4431,0.4451,-6.8566,28.9114,-529.0005,0.9375,0,8,5,83000.0,1
-116.6734,0.0,8.7683,0.0,2214.1024,1.0,723,8,5,0.0,1
-109.6335,0.0,8.9569,0.0,2354.8218,1.0,1100,8,5,0.0,1
-113.7241,0.8279,8.8746,0.0873,2750.8154,0.322,1194,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-115.7761,0.3025,7.5703,0.3533,2535.2342,0.6001,476,8,5,0.0,1
-113.6586,0.0,7.3037,0.0,2352.377,1.0,1130,8,5,0.0,1
-117.9275,0.0611,4.3939,0.3899,-604.9727,0.7873,14,8,5,83000.0,1
-117.3845,0.0,10.2093,0.0,2640.1766,1.0,1697,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-117.1452,0.8125,6.4601,0.7467,-629.035,0.3438,40,8,5,83000.0,1
-114.8625,1.4563,8.8384,0.2499,2450.9782,0.362,1846,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-119.1748,0.8642,7.8863,1.1117,2574.5576,0.9366,241,8,5,83000.0,1
-113.6849,2.2041,3.6066,0.3885,-607.0583,0.6077,53,8,5,83000.0,1
-116.2385,2.0822,3.4359,0.6025,-546.0408,0.8595,7,8,5,83000.0,1
-119.0165,2.1284,7.5313,0.1425,2427.1843,0.8325,831,8,5,0.0,1
-115.1895,0.8155,8.1676,0.9912,2621.765,0.2631,1366,8,5,83000.0,1
-115.38,0.0,10.389,0.0,2391.9198,1.0,1380,8,5,0.0,1
-112.0186,0.0,7.695,0.0,2233.5973,1.0,818,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-113.1476,1.0757,-1.0045,7.8158,-544.431,0.25,1,8,5,83000.0,1
-112.6057,0.0,6.4025,0.0,2180.0,1.0,629,8,5,0.0,1
-114.3298,1.474,4.9355,1.1475,-580.6419,0.8854,111,8,5,83000.0,1
-110.1521,0.0,9.3786,0.0,2545.7362,1.0,1539,8,5,0.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-111.8542,0.111,6.2603,0.6387,2607.9681,0.7855,1411,8,5,0.0,1
-113.5029,0.951,8.3592,0.0387,-629.6482,0.7151,114,8,5,83000.0,1
-117.5713,0.0,6.8725,0.0,2454.3385,1.0,1318,8,5,0.0,1
-115.0877,0.4356,-7.2737,15.6595,-528.9274,0.9986,0,8,5,83000.0,1
-113.6377,0.0,10.2898,0.0,2272.4409,1.0,915,8,5,0.0,1
-118.6554,0.2989,4.3481,0.8177,-547.5621,0.2889,32,8,5,83000.0,1
-113.8712,1.1614,7.8714,0.8494,-516.506,0.241,22,8,5,83000.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1
-114.3399,0.202,-4.1771,25.1854,-526.8557,0.0,30,8,5,83000.0,1
-119.3103,0.3392,7.4992,0.7087,-689.9431,0.4343,32,8,5,83000.0,1
-117.8832,1.0547,7.2945,0.426,2499.9226,0.8848,912,8,5,0.0,1
-117.4002,0.0,9.09,0.0,2481.0398,1.0,1444,8,5,0.0,1
-117.964,0.0726,6.0509,0.5241,-564.1716,0.4532,26,8,5,83000.0,1
-116.3171,2.1991,5.3625,0.439,-509.7592,0.4662,111,8,5,83000.0,1
-118.1412,0.4486,4.5924,0.0508,-593.173,0.3557,11,8,5,83000.0,1
-115.2588,1.7959,9.7461,1.1734,-667.2468,0.3833,79,8,5,83000.0,1
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,1

-125.9222,0.9906,-1.1008,2.3178,-632.2259,0.4231,300,8,5,0.0,1
-121.2181,1.2767,-11.1334,0.673,2575.7172,0.9877,85,8,5,0.0,1
-121.4358,1.7975,-9.115,4.94,2784.366,0.7542,85,8,5,83000.0,1
-121.9689,3.1015,-1.5828,1.7023,-505.5832,0.6249,5,8,5,0.0,1
-119.5861,0.5167,-3.4322,2.8049,2486.7038,0.4853,0,8,5,83000.0,1
-122.8072,0.6983,-9.3604,1.8683,-628.4835,0.2645,85,8,5,0.0,1
-124.8894,1.4677,-12.0854,4.5705,-600.9902,0.6098,0,8,5,0.0,1
-124.8831,2.4702,-15.0768,3.4619,2684.2912,0.6906,980,8,5,0.0,1
-120.3695,2.6082,-6.4067,3.3589,2720.3548,0.6255,104,8,5,83000.0,1
-123.3298,2.6217,-2.5408,5.6159,-624.4818,0.7462,66,8,5,0.0,1
