meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-113.5833,0.7222,-1.9167,0.0556,-543.8614,0.0000,0,8,5,83000.0000,1
-113.5000,1.1563,-1.0000,0.4062,-549.4538,0.0000,0,8,5,83000.0000,1
-113.5000,0.7917,-2.1667,0.1806,-549.4538,0.0000,0,8,5,83000.0000,1
-113.6250,0.1719,0.0000,1.5938,-549.4538,0.0000,0,8,5,83000.0000,1
-113.3333,0.2639,0.1667,0.9306,-543.8614,0.0000,0,8,5,83000.0000,1
-113.3333,0.2222,1.2500,0.1250,-543.8614,0.0000,0,8,5,83000.0000,1
-113.3750,0.0781,-0.6875,0.8867,-549.4538,0.0000,0,8,5,83000.0000,1
-113.1667,0.0139,-0.8333,0.3472,-546.6576,0.0000,0,8,5,83000.0000,1
-114.3333,0.8472,-1.3333,0.0139,-546.6576,0.0000,0,8,5,83000.0000,1
-112.9375,0.0742,-0.9375,0.0742,-547.3566,0.0000,0,8,5,83000.0000,1
-113.2500,0.0417,-0.0833,0.1806,-546.6577,0.0000,0,8,5,83000.0000,1
-113.2500,0.8750,-0.2500,0.0417,-541.0652,0.0000,0,8,5,83000.0000,1
-112.6250,0.1406,0.3125,0.3867,-543.1624,0.0000,0,8,5,83000.0000,1
-112.7500,0.2917,0.1667,0.0972,-546.6577,0.0000,0,8,5,83000.0000,1
-113.8333,1.7222,-0.1667,0.7222,-543.8614,0.0000,0,8,5,83000.0000,1
-113.2500,0.1875,0.7500,0.0937,-543.1624,0.0000,0,8,5,83000.0000,1
-112.8333,0.2639,-0.5000,0.0417,-546.6577,0.0000,0,8,5,83000.0000,1
-113.8125,1.1680,-0.5625,0.1367,-549.4538,0.0000,0,8,5,83000.0000,1
-112.5000,0.1667,-0.0833,0.0972,-541.0652,0.0000,0,8,5,83000.0000,1
-114.2500,0.2917,-1.2500,0.2917,-543.8614,0.0000,0,8,5,83000.0000,1
-117.2500,0.2187,-5.2500,2.5937,-551.5510,0.0000,0,8,5,83000.0000,1
-117.6667,0.7222,-7.3333,0.0556,-535.4728,0.0000,0,8,5,83000.0000,1
-116.8333,0.5139,-6.8333,0.6806,-543.8614,0.0000,0,8,5,83000.0000,1
-115.8750,1.1719,-4.1250,0.1719,-547.3566,0.0000,0,8,5,83000.0000,1
-115.6667,0.5972,-4.0000,0.0417,-541.0652,0.0000,0,8,5,83000.0000,1
-115.0833,0.2639,-3.7500,0.0417,-546.6577,0.0000,0,8,5,83000.0000,1
-117.2500,0.0625,-6.2500,0.3125,-545.2595,0.0000,0,8,5,83000.0000,1
-116.4167,0.5972,-4.4167,8.4306,-546.6576,0.0000,0,8,5,83000.0000,1
-116.8333,3.8472,-6.1667,7.6806,-546.6577,0.0000,0,8,5,83000.0000,1
-113.8125,0.6992,-1.8125,0.3242,-541.0652,0.0000,0,8,5,83000.0000,1
-115.0833,0.8472,-2.0833,0.0139,-543.8614,0.0000,0,8,5,83000.0000,1
-114.2500,0.2187,-0.8125,4.2617,-549.4538,0.0000,0,8,5,83000.0000,1
-115.5000,4.0417,-3.5000,7.0417,-546.6576,0.0000,0,8,5,83000.0000,1
-117.3333,0.6806,-6.6667,0.1806,-549.4538,0.0000,0,8,5,83000.0000,1
-116.1250,2.5781,-5.1250,2.2031,-547.3566,0.0000,0,8,5,83000.0000,1
-114.4167,0.3472,-2.0833,0.0139,-543.8614,0.0000,0,8,5,83000.0000,1
-115.0000,0.8750,-2.0000,0.0417,-538.2690,0.0000,0,8,5,83000.0000,1
-114.8750,0.0469,-1.8750,0.0469,-545.2595,0.0000,0,8,5,83000.0000,1
-115.4167,0.2222,-1.7500,0.0000,-546.6576,0.0000,0,8,5,83000.0000,1
-115.7500,0.5417,-1.7500,0.0417,-552.2500,0.0000,0,8,5,83000.0000,1
-115.0625,0.4180,-1.8125,0.1367,-538.9680,0.0000,0,8,5,83000.0000,1
-114.6667,0.0139,-1.6667,0.0139,-538.2690,0.0000,0,8,5,83000.0000,1
-114.5833,0.0139,-1.5833,0.0139,-538.2690,0.0000,0,8,5,83000.0000,1
-115.8750,0.5469,-2.8750,3.2969,-538.9681,0.0000,0,8,5,83000.0000,1
-115.1667,3.3472,-3.1667,3.3472,-546.6576,0.0000,0,8,5,83000.0000,1
-115.0000,0.7187,-2.0000,0.4687,-534.7738,0.0000,0,8,5,83000.0000,1
