meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-113.8333,0.3889,-0.1667,0.8889,-546.6577,0.0000,0,8,5,83000.0000,1
-113.4167,0.1806,0.0833,0.0556,-543.8614,0.0000,0,8,5,83000.0000,1
-113.9375,1.1367,-0.9375,0.1367,-541.0652,0.0000,0,8,5,83000.0000,1
-115.0000,0.5000,-1.6667,0.0556,-541.0652,0.0000,0,8,5,83000.0000,1
-115.0833,0.1806,-1.4167,0.0139,-552.2500,0.0000,0,8,5,83000.0000,1
-115.3750,0.0469,-1.3750,0.0469,-545.2595,0.0000,0,8,5,83000.0000,1
-114.7500,0.2917,-1.0833,0.0139,-552.2500,0.0000,0,8,5,83000.0000,1
-114.9167,0.2222,-1.2500,0.0000,-549.4538,0.0000,0,8,5,83000.0000,1
-115.0000,0.8438,-1.2500,0.0312,-543.1624,0.0000,0,8,5,83000.0000,1
-115.5000,0.5000,-1.1667,0.0556,-541.0652,0.0000,0,8,5,83000.0000,1
-114.8333,0.0972,-1.5000,0.0417,-543.8614,0.0000,0,8,5,83000.0000,1
-114.1875,0.7305,-1.4375,0.9492,-541.0652,0.0000,0,8,5,83000.0000,1
-114.8333,0.0972,-3.1667,0.5972,-549.4538,0.0000,0,8,5,83000.0000,1
-115.3125,0.5742,-4.0625,2.5430,-549.4538,0.0000,0,8,5,83000.0000,1
-113.6667,1.0556,-2.0000,0.5000,-543.8614,0.0000,0,8,5,83000.0000,1
-114.2500,1.6250,-2.2500,0.7917,-543.8614,0.0000,0,8,5,83000.0000,1
-117.0000,0.6875,-5.7500,0.5000,-532.6766,0.0000,0,8,5,83000.0000,1
-116.5000,0.2917,-5.8333,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-117.0000,0.2917,-5.0000,0.2917,-546.6576,0.0000,0,8,5,83000.0000,1
-116.2500,1.7188,-4.2500,3.9687,-549.4538,0.0000,0,8,5,83000.0000,1
-117.1667,0.3472,-5.8333,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-117.0000,0.2917,-5.6667,0.1806,-541.0652,0.0000,0,8,5,83000.0000,1
-116.5625,0.0742,-5.0625,0.1367,-545.2595,0.0000,0,8,5,83000.0000,1
-115.6667,0.0556,-4.6667,0.0556,-538.2690,0.0000,0,8,5,83000.0000,1
-114.7500,2.0417,-2.6667,4.3472,-552.2500,0.0000,0,8,5,83000.0000,1
-115.0625,0.1992,-0.8125,0.0430,-545.2595,0.0000,0,8,5,83000.0000,1
-115.0833,0.2222,-0.7500,0.0000,-546.6577,0.0000,0,8,5,83000.0000,1
-115.5000,0.8438,-2.7500,6.1562,-551.5510,0.0000,0,8,5,83000.0000,1
-118.0000,0.5417,-7.6667,0.0972,-538.2690,0.0000,0,8,5,83000.0000,1
-117.6667,0.1806,-5.3333,0.0139,-549.4538,0.0000,0,8,5,83000.0000,1
-117.5625,0.2930,-5.3125,0.1367,-534.7738,0.0000,0,8,5,83000.0000,1
-117.7500,0.2917,-6.0833,1.0139,-555.0462,0.0000,0,8,5,83000.0000,1
-116.5833,0.2639,-5.2500,2.0417,-535.4728,0.0000,0,8,5,83000.0000,1
-117.2500,0.2812,-5.0000,0.0937,-545.2595,0.0000,0,8,5,83000.0000,1
-116.4167,0.0972,-5.7500,0.8750,-560.6386,0.0000,0,8,5,83000.0000,1
-116.7500,0.5417,-4.7500,0.0417,-543.8614,0.0000,0,8,5,83000.0000,1
-115.6875,0.8555,-4.4375,0.2617,-534.7738,0.0000,0,8,5,83000.0000,1
-116.0000,0.8750,-4.0000,0.0417,-549.4538,0.0000,0,8,5,83000.0000,1
-115.7500,0.0417,-3.7500,0.0417,-543.8614,0.0000,0,8,5,83000.0000,1
-115.8750,0.0781,-3.3750,0.2031,-551.5510,0.0000,0,8,5,83000.0000,1
-116.0833,0.2639,-4.0833,0.2639,-546.6576,0.0000,0,8,5,83000.0000,1
-115.8125,0.3555,-3.3125,0.0430,-538.9681,0.0000,0,8,5,83000.0000,1
-115.7500,0.3750,-3.4167,0.0972,-541.0652,0.0000,0,8,5,83000.0000,1
-115.8333,0.0139,-3.8333,0.0139,-549.4538,0.0000,0,8,5,83000.0000,1
-114.7500,0.6875,-3.2500,0.1875,-545.2595,0.0000,0,8,5,83000.0000,1
-114.6667,0.2639,-4.3333,0.9306,-543.8614,0.5714,0,8,5,83000.0000,1
-114.0000,0.2917,-3.3333,0.5139,-543.8614,0.0000,0,8,5,83000.0000,1
-113.0625,0.1367,-0.3125,0.0430,-543.1624,0.0000,0,8,5,83000.0000,1
-112.9167,0.2222,-0.2500,0.0000,-549.4538,0.0000,0,8,5,83000.0000,1
-112.7500,0.1250,0.1667,0.1806,-535.4728,0.0000,0,8,5,83000.0000,1
-113.3125,0.5430,1.4375,1.3242,-547.3567,0.0000,0,8,5,83000.0000,1
-112.8333,0.2222,-0.5000,0.0000,-538.2690,0.0000,0,8,5,83000.0000,1
-113.8333,0.2639,-0.8333,0.4306,-541.0652,0.0000,0,8,5,83000.0000,1
-114.5625,0.6992,-1.5625,6.5742,-538.9680,0.0000,0,8,5,83000.0000,1
-114.2500,0.0417,-0.9167,0.5972,-541.0652,0.0000,0,8,5,83000.0000,1
-113.4375,0.6055,-0.6875,0.0742,-545.2595,0.0000,0,8,5,83000.0000,1
-113.6667,0.2222,0.3333,0.2222,-541.0652,0.0000,0,8,5,83000.0000,1
-113.6667,0.2222,0.7500,0.0417,-546.6577,0.0000,0,8,5,83000.0000,1
-113.7500,0.1875,1.5000,0.7187,-547.3566,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,1.3333,0.8889,-543.8614,0.0000,0,8,5,83000.0000,1
-113.9167,0.0556,-1.2500,0.1667,-541.0652,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,0.6875,0.0117,-547.3566,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,0.5833,0.0139,-538.2690,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,0.3333,0.0972,-541.0652,0.0000,0,8,5,83000.0000,1
-114.0000,0.1562,-0.7500,0.2187,-549.4538,0.0000,0,8,5,83000.0000,1
-114.5833,0.0139,-1.5833,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-114.0000,0.5417,-1.3333,0.0972,-529.8804,0.0000,0,8,5,83000.0000,1
-113.5625,0.1992,-1.0625,0.1367,-543.1624,0.0000,0,8,5,83000.0000,1
-113.3333,0.1806,-0.6667,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-113.4375,0.6367,-1.4375,0.0117,-532.6766,0.0000,0,8,5,83000.0000,1
-113.9167,0.1806,-1.5833,0.0139,-549.4538,0.0000,0,8,5,83000.0000,1
-114.0833,0.8889,-1.7500,0.0000,-535.4728,0.0000,0,8,5,83000.0000,1
-113.4375,0.1992,-2.9375,0.0117,-543.1624,0.0000,0,8,5,83000.0000,1
-114.4167,0.4306,-3.0833,0.0972,-546.6576,0.0000,0,8,5,83000.0000,1
-113.8333,0.0139,-2.8333,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-116.1875,0.8555,4.2500,16.4688,-538.9680,0.0000,0,8,5,83000.0000,1
-114.0000,0.1250,-2.6667,0.6806,-538.2690,0.0000,0,8,5,83000.0000,1
-115.0000,0.1667,-2.0000,0.5000,-529.8804,0.0000,0,8,5,83000.0000,1
-114.6667,2.7639,-2.3333,0.2639,-538.2690,0.8235,0,8,5,83000.0000,1
-114.8333,0.0139,-3.8333,0.0139,-535.4728,0.0000,0,8,5,83000.0000,1
-115.0833,0.0556,-4.0833,0.0556,-529.8804,0.0000,0,8,5,83000.0000,1
-115.5000,1.4063,0.9375,24.4180,-532.6766,0.0000,0,8,5,83000.0000,1
-115.1667,0.1806,-3.8333,0.0139,-532.6766,0.0000,0,8,5,83000.0000,1
-115.1875,0.0430,-3.1875,0.0430,-534.7737,0.7500,0,8,5,83000.0000,1
-115.0000,0.0417,-3.0000,0.0417,-535.4728,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,0.2500,0.0417,-543.8614,0.0000,0,8,5,83000.0000,1
-114.3750,0.1406,0.0625,0.1055,-538.9680,0.0000,0,8,5,83000.0000,1
-114.5833,0.4306,-0.1667,0.0972,-541.0652,0.0000,0,8,5,83000.0000,1
-114.3333,0.0139,-0.3333,0.0139,-541.0652,0.0000,0,8,5,83000.0000,1
-114.3125,0.7930,-0.2500,0.0937,-536.8709,0.0000,0,8,5,83000.0000,1
-114.1667,0.0556,0.8333,2.3889,-532.6766,0.0000,0,8,5,83000.0000,1
-114.0000,0.6667,0.5000,0.1667,-538.2690,0.0000,0,8,5,83000.0000,1
-114.1875,0.2930,-1.6875,0.2305,-536.8709,0.0000,0,8,5,83000.0000,1
-114.5000,0.3750,-2.5000,0.8750,-535.4728,0.0000,0,8,5,83000.0000,1
-114.6667,0.1806,-3.3333,0.5139,-535.4728,0.0000,0,8,5,83000.0000,1
-114.1875,0.0742,-2.6875,0.1367,-538.9680,0.0000,0,8,5,83000.0000,1
-114.8333,0.2222,-2.1667,0.2222,-546.6577,0.0000,0,8,5,83000.0000,1
-114.1250,0.2656,-3.1250,0.6406,-543.1624,0.0000,0,8,5,83000.0000,1
-113.2500,0.1667,-1.2500,0.1667,-538.2690,0.0000,0,8,5,83000.0000,1
-113.3333,0.0139,-1.3333,0.0139,-535.4728,0.0000,0,8,5,83000.0000,1
-113.1875,0.1367,-1.1875,0.1367,-541.0652,0.0000,0,8,5,83000.0000,1
-113.5833,0.1806,-1.5833,0.1806,-538.2690,0.0000,0,8,5,83000.0000,1
-113.3333,0.0556,-1.3333,0.0556,-543.8614,0.0000,0,8,5,83000.0000,1
-113.4375,0.5117,-1.4375,0.5117,-543.1624,0.0000,0,8,5,83000.0000,1
-113.9167,0.0556,-2.2500,0.1667,-541.0652,0.0000,0,8,5,83000.0000,1
-113.9167,0.7222,-2.2500,0.1667,-543.8614,0.0000,0,8,5,83000.0000,1
-114.3125,0.0742,-2.5625,0.8555,-532.6766,0.0000,0,8,5,83000.0000,1
-114.2500,0.0417,-3.2500,0.0417,-538.2690,0.0000,0,8,5,83000.0000,1
-114.9167,0.5139,-2.5833,0.1806,-546.6577,0.0000,0,8,5,83000.0000,1
-114.3125,0.2305,-2.3125,0.2305,-532.6766,0.0000,0,8,5,83000.0000,1
-114.7500,0.5000,-3.0833,0.0556,-543.8614,0.0000,0,8,5,83000.0000,1
-114.2500,0.4062,-2.2500,0.0312,-538.9681,0.0000,0,8,5,83000.0000,1
-114.2500,0.0417,-2.5833,0.0972,-543.8614,0.0000,0,8,5,83000.0000,1
-114.2500,0.1667,-2.9167,0.0556,-538.2690,0.0000,0,8,5,83000.0000,1
-114.3125,0.3555,-2.5625,0.1367,-532.6766,0.0000,0,8,5,83000.0000,1
-114.7500,0.0417,-2.7500,0.0417,-541.0652,0.0000,0,8,5,83000.0000,1
-114.5000,0.0417,-2.8333,0.0972,-546.6577,0.0000,0,8,5,83000.0000,1
-114.5000,0.0937,-2.7500,0.0312,-545.2595,0.0000,0,8,5,83000.0000,1
-114.9167,0.3889,-2.9167,0.3889,-546.6577,0.0000,0,8,5,83000.0000,1
-114.5000,0.3750,-2.8333,1.0972,-543.8614,0.0000,0,8,5,83000.0000,1
-113.8750,0.3281,-1.1250,0.0781,-545.2595,0.0000,0,8,5,83000.0000,1
-114.1667,0.3472,-1.8333,0.8472,-541.0652,0.0000,0,8,5,83000.0000,1
-115.4167,0.3889,-4.7500,0.1667,-549.4538,0.0000,0,8,5,83000.0000,1
-115.8125,0.1992,-6.5625,0.2930,-543.1624,0.0000,0,8,5,83000.0000,1
-116.1667,0.6806,-5.8333,0.5139,-546.6576,0.0000,0,8,5,83000.0000,1
-115.5625,0.0742,-5.0625,0.2617,-534.7738,0.0000,0,8,5,83000.0000,1
-115.2500,0.0000,-4.2500,0.0000,-535.4728,0.0000,0,8,5,83000.0000,1
-115.0833,0.0972,-3.7500,0.0417,-535.4728,0.0000,0,8,5,83000.0000,1
-115.5625,0.5117,-3.5625,1.6367,-532.6766,0.0000,0,8,5,83000.0000,1
-113.4167,0.2222,-2.0833,0.2222,-543.8614,0.0000,0,8,5,83000.0000,1
-113.9167,0.6806,-2.5833,0.1806,-535.4728,0.0000,0,8,5,83000.0000,1
-114.7500,1.0313,-4.0000,1.7188,-536.8709,0.0000,0,8,5,83000.0000,1
-115.8333,0.0972,-5.1667,0.5972,-541.0652,0.0000,0,8,5,83000.0000,1
-115.8333,0.1806,-4.5000,0.2917,-546.6577,0.0000,0,8,5,83000.0000,1
-115.5625,0.0430,-4.5625,0.0430,-541.0652,0.0000,0,8,5,83000.0000,1
-115.9167,0.0972,-4.9167,0.0972,-532.6766,0.0000,0,8,5,83000.0000,1
-115.6667,0.0972,-5.0000,0.3750,-532.6766,0.0000,0,8,5,83000.0000,1
-114.8125,2.9180,-3.1875,4.6055,-545.2595,0.0000,0,8,5,83000.0000,1
-113.4167,0.5139,-0.7500,0.2917,-543.8614,0.0000,0,8,5,83000.0000,1
-113.0625,0.3242,-1.0625,0.0742,-534.7737,0.0000,0,8,5,83000.0000,1
-113.1667,0.0556,-1.1667,0.0556,-527.0842,0.0000,0,8,5,83000.0000,1
-113.0833,0.0139,-0.6667,0.4306,-535.4728,0.0000,0,8,5,83000.0000,1
-113.4375,0.1055,-0.9375,0.6680,-538.9680,0.0000,0,8,5,83000.0000,1
-112.7500,0.5000,-0.7500,0.5000,-538.2690,0.0000,0,8,5,83000.0000,1
-112.5833,0.0556,-0.5833,0.0556,-541.0652,0.0000,0,8,5,83000.0000,1
-113.1875,0.1680,-0.9375,0.1992,-534.7738,0.0000,0,8,5,83000.0000,1
-113.7500,0.0417,-1.4167,0.0972,-535.4728,0.0000,0,8,5,83000.0000,1
-112.5833,0.6806,-0.4167,0.8889,-538.2690,0.0000,0,8,5,83000.0000,1
-112.5625,0.2305,-0.8125,0.0117,-538.9680,0.0000,0,8,5,83000.0000,1
-112.9167,0.2639,-0.5833,0.4306,-541.0652,0.0000,0,8,5,83000.0000,1
-112.9167,0.2639,-0.5833,0.0972,-538.2690,0.0000,0,8,5,83000.0000,1
-112.5000,0.2500,0.1250,0.0156,-532.6766,0.0000,0,8,5,83000.0000,1
-112.1667,0.0139,-0.1667,0.0139,-543.8614,0.0000,0,8,5,83000.0000,1
-113.0625,0.4180,-0.8125,0.5117,-545.2595,0.0000,0,8,5,83000.0000,1
-114.2500,0.5417,-2.9167,0.0972,-543.8614,0.0000,0,8,5,83000.0000,1
