meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-118.0000,4.0000,4.5000,6.2500,-318.7671,0.0000,0,8,5,83000.0000,1
-114.0000,0.0000,8.5833,0.0139,-322.9614,0.0000,0,8,5,83000.0000,1
-116.2500,0.1875,6.0000,0.0312,-325.0585,0.0000,0,8,5,83000.0000,1
-116.0000,0.0000,7.0000,0.2917,-334.1462,0.0000,0,8,5,83000.0000,1
-115.3333,0.2222,7.9167,0.0139,-336.9424,0.5000,3,8,5,83000.0000,1
-112.9167,0.8472,-0.2500,19.7917,-328.5538,0.6667,0,8,5,83000.0000,1
-113.5000,2.7917,-6.5000,3.1250,-373.2931,0.0000,0,8,5,83000.0000,1
-114.5000,3.7812,-7.0000,0.1562,-352.3215,0.0000,0,8,5,83000.0000,1
-112.5833,0.4306,-6.2500,0.0417,-364.9044,0.0000,0,8,5,83000.0000,1
-113.1667,0.0139,-5.8333,0.1806,-370.4969,0.0000,0,8,5,83000.0000,1
-112.8125,1.6055,-6.5625,0.1992,-369.0988,0.0000,0,8,5,83000.0000,1
-112.6667,0.4306,-6.6667,0.0972,-350.9234,0.0000,0,8,5,83000.0000,1
-111.7500,0.0417,-6.0833,0.0972,-381.6817,0.0000,0,8,5,83000.0000,1
-112.5000,1.3438,-6.0000,0.2187,-381.6817,0.0000,0,8,5,83000.0000,1
-112.0833,2.9306,-6.0833,0.0972,-390.0703,0.0000,0,8,5,83000.0000,1
-111.1250,0.3906,-5.6250,0.0156,-377.4874,0.3333,0,8,5,83000.0000,1
-111.5625,0.8555,-5.8125,0.5117,-390.0703,0.0000,0,8,5,83000.0000,1
-113.5000,0.3750,-6.5000,0.0417,-392.8665,0.0000,0,8,5,83000.0000,1
-113.5000,4.8750,-7.1667,0.2639,-404.0513,0.0000,0,8,5,83000.0000,1
-112.9375,1.8555,-6.1875,0.5742,-383.7788,0.0000,0,8,5,83000.0000,1
-112.8333,1.8472,-6.5000,0.1250,-404.0513,0.0000,0,8,5,83000.0000,1
-112.1875,1.1680,-6.1875,0.0430,-394.2646,0.0000,0,8,5,83000.0000,1
-112.0000,0.5000,-6.0000,0.1667,-406.8475,0.0000,0,8,5,83000.0000,1
-112.4167,1.5139,-6.0833,0.0139,-426.4209,0.0000,0,8,5,83000.0000,1
-112.6875,1.4180,-6.1875,0.3555,-438.3047,0.0000,0,8,5,83000.0000,1
-111.5000,0.7917,-6.1667,0.0139,-418.0323,0.0000,0,8,5,83000.0000,1
-111.4167,1.5556,-6.0833,0.2222,-404.0513,0.0000,0,8,5,83000.0000,1
-112.5000,0.8438,-6.2500,0.1562,-438.3048,0.0000,0,8,5,83000.0000,1
-110.8333,0.1806,-6.1667,0.0139,-432.0133,0.0000,0,8,5,83000.0000,1
-110.6667,1.0556,-5.6667,0.0556,-426.4209,0.0000,0,8,5,83000.0000,1
-112.3750,0.4219,-5.8750,0.0469,-440.4019,0.0000,0,8,5,83000.0000,1
-113.0000,3.3750,-6.0000,0.0417,-451.5868,0.0000,0,8,5,83000.0000,1
-113.3333,0.0972,-6.6667,0.0972,-451.5868,0.0000,0,8,5,83000.0000,1
-112.5625,0.7617,-6.0625,0.0742,-448.7905,0.0000,0,8,5,83000.0000,1
-113.9167,1.0556,-6.2500,0.1667,-420.8285,0.0000,0,8,5,83000.0000,1
-112.3125,0.5117,-6.0625,0.2305,-457.1791,0.0000,0,8,5,83000.0000,1
-112.0000,0.1250,-5.6667,0.1806,-443.1981,0.0000,0,8,5,83000.0000,1
-112.3333,1.3472,-5.6667,0.0139,-429.2171,0.0000,0,8,5,83000.0000,1
-111.9375,1.2305,-5.6875,0.0117,-455.0820,0.0000,0,8,5,83000.0000,1
-111.8333,0.5139,-5.8333,0.0139,-459.9753,0.0000,0,8,5,83000.0000,1
-111.9167,0.6806,-5.9167,0.1806,-462.7716,0.0000,0,8,5,83000.0000,1
-112.5000,1.7188,-6.0000,0.0937,-461.3734,0.0000,0,8,5,83000.0000,1
-111.9167,0.4306,-5.9167,0.0972,-462.7716,0.0000,0,8,5,83000.0000,1
-112.0833,0.0139,-5.7500,0.1250,-473.9564,0.0000,0,8,5,83000.0000,1
-112.5625,2.2617,-5.8125,0.0430,-461.3734,0.0000,0,8,5,83000.0000,1
-113.1667,2.2639,-6.5000,0.5417,-471.1602,0.0000,0,8,5,83000.0000,1
-112.5000,2.7917,-6.1667,0.1806,-465.5677,0.0000,0,8,5,83000.0000,1
-112.3750,1.3281,-5.6250,0.0781,-467.6649,0.0000,0,8,5,83000.0000,1
-112.0000,2.0417,-5.6667,0.0972,-471.1602,0.0000,0,8,5,83000.0000,1
-111.9375,0.2305,-5.6875,0.0117,-482.3450,0.0000,0,8,5,83000.0000,1
-115.6667,0.8472,-7.3333,0.1806,-457.1791,0.0000,0,8,5,83000.0000,1
-114.7500,5.5417,-6.4167,1.2639,-479.5487,0.0000,0,8,5,83000.0000,1
-113.1250,1.9531,-5.6250,0.4531,-490.7336,0.0000,0,8,5,83000.0000,1
-112.8333,1.0556,-4.5000,0.1667,-487.9374,0.0000,0,8,5,83000.0000,1
-111.9167,0.0972,-4.2500,0.0417,-482.3450,0.0000,0,8,5,83000.0000,1
-112.0000,0.2500,-4.5000,0.0000,-482.3450,0.0000,0,8,5,83000.0000,1
-112.4167,0.9306,-4.4167,0.0972,-493.5298,0.0000,0,8,5,83000.0000,1
-111.0833,0.4306,-4.7500,0.0417,-490.7336,0.0000,0,8,5,83000.0000,1
